255M,12.0344
66M,6.91942
211M,10.7699
209M,12.7227
22M,6.22938
315M,16.1828
174M,11.5936
101M,8.70089
280M,11.1535
278M,12.296
130M,9.39314
128M,11.8655
91M,9.52098
89M,8.62791
234M,11.8087
45M,6.87674
340M,15.9264
338M,11.9824
197M,12.219
4M,5.76903
153M,12.6951
257M,11.5457
70M,10.079
68M,6.85547
213M,12.5649
24M,7.42238
317M,12.122
176M,12.8967
103M,9.22324
282M,11.8717
132M,12.0907
93M,8.99272
236M,12.2975
47M,8.50105
199M,12.608
6M,5.81698
155M,10.8139
261M,10.4551
259M,11.9733
111M,7.89456
72M,7.46607
215M,11.9362
26M,6.79534
321M,14.933
319M,15.3919
180M,11.1365
178M,11.6051
105M,8.08047
284M,12.7758
134M,10.6636
95M,9.39011
240M,12.7956
238M,13.3565
51M,7.33181
49M,8.07387
8M,5.90737
300M,13.8681
157M,10.146
263M,14.0329
113M,7.30905
74M,7.64161
217M,11.9914
28M,7.01813
30M,6.40908
323M,15.4366
182M,10.8881
107M,9.89094
286M,14.306
136M,8.90382
97M,8.80841
242M,12.9012
53M,7.73814
302M,14.7092
161M,10.4594
159M,11.1905
265M,13.3898
115M,10.2113
76M,10.471
221M,14.6474
219M,12.0296
32M,6.20757
325M,13.3417
184M,10.2144
109M,8.78278
290M,14.0391
288M,11.3821
140M,9.27138
138M,9.49437
99M,10.0987
244M,12.7908
55M,7.66018
200M,10.7489
11M,6.11613
304M,13.1668
163M,11.2328
267M,13.8003
117M,10.0116
80M,9.88197
78M,7.9114
223M,10.8914
34M,7.79226
327M,14.1725
186M,10.3197
292M,12.2854
142M,11.0727
246M,12.0303
57M,8.07845
202M,10.4651
13M,6.81263
306M,17.6707
165M,10.6074
271M,11.9837
269M,13.3326
121M,10.1224
119M,10.2167
82M,9.51189
225M,12.5382
36M,6.4261
331M,13.1419
329M,13.5316
190M,11.3098
188M,11.4779
294M,13.4061
144M,10.6176
250M,14.981
248M,12.7698
61M,9.20731
59M,8.61146
204M,11.0581
15M,6.79283
310M,14.5689
308M,14.3177
167M,9.77247
273M,14.4638
123M,10.3932
84M,9.37765
227M,14.1693
40M,7.07392
38M,7.82192
333M,12.6812
192M,13.2339
296M,13.5259
146M,9.43661
252M,11.0247
63M,9.89831
206M,11.8723
17M,6.25714
312M,12.6818
171M,11.23
169M,9.9721
275M,12.4581
125M,8.27748
86M,8.90677
231M,12.2731
229M,11.6216
42M,7.86692
335M,15.3821
194M,10.741
1M,6.24582
298M,13.2865
150M,9.83055
148M,11.1615
254M,12.0134
65M,8.33995
210M,13.4649
208M,12.0325
21M,6.55953
19M,6.93895
314M,12.4235
173M,9.65141
100M,8.73848
277M,14.6272
127M,12.2863
90M,7.1291
88M,8.23446
233M,12.2267
44M,7.36101
337M,13.5338
196M,11.6845
3M,5.66492
152M,12.071
256M,11.4893
67M,8.57786
212M,11.5827
23M,6.70934
316M,14.5829
175M,10.3354
102M,8.9002
281M,12.9657
279M,11.2868
131M,11.7163
129M,10.4637
92M,8.72341
235M,13.3019
46M,7.13796
341M,13.0626
339M,12.3116
198M,11.4666
5M,5.79756
154M,10.2038
260M,14.212
258M,13.5741
110M,7.75198
71M,9.11649
69M,8.02452
214M,13.3252
25M,6.5804
320M,15.8719
318M,14.3646
177M,11.4353
104M,7.7358
283M,12.8397
133M,8.28633
94M,9.07582
237M,10.8306
50M,6.89877
48M,6.95756
7M,5.77339
156M,9.2189
262M,15.8283
112M,9.15429
73M,7.80697
216M,12.4777
27M,7.96123
322M,11.3844
181M,11.3186
179M,11.4207
106M,10.4583
285M,13.165
135M,9.87638
96M,8.40968
241M,10.3511
239M,13.5592
52M,7.04806
9M,5.83225
301M,13.3675
160M,9.68928
158M,10.4438
264M,12.4243
114M,8.8218
75M,7.82739
220M,10.9838
218M,12.5987
29M,6.77305
31M,6.75345
324M,16.8513
183M,10.314
108M,9.01868
287M,12.3808
137M,9.268
98M,8.50704
243M,12.015
54M,7.42572
10M,5.87075
303M,12.3851
162M,9.68678
266M,12.6568
116M,11.5472
77M,10.2216
222M,13.2131
33M,6.10299
326M,12.904
185M,13.7641
291M,14.9507
289M,12.6847
141M,8.55201
139M,12.4251
245M,14.4501
56M,7.02283
201M,9.68649
12M,6.29219
305M,15.2005
164M,9.9142
270M,11.9229
268M,13.2824
120M,9.29148
118M,10.2831
81M,9.17078
79M,9.07459
224M,11.5489
35M,6.29952
330M,13.7698
328M,13.1331
187M,11.4045
293M,11.7893
143M,9.91423
247M,12.94
60M,9.98311
58M,9.03532
203M,10.4516
14M,5.97214
307M,12.8856
166M,12.3485
272M,16.7374
122M,9.58014
83M,6.97766
226M,12.1006
37M,7.516
332M,12.536
191M,9.9199
189M,12.2975
295M,11.9478
145M,12.0719
251M,14.0189
249M,12.44
62M,7.44927
205M,10.2125
16M,6.03261
311M,15.0909
309M,13.0334
170M,11.6738
168M,10.5719
274M,14.6753
124M,8.96224
85M,8.33411
230M,10.9151
228M,11.4921
41M,7.59495
39M,6.25703
334M,13.5606
193M,10.3279
297M,12.146
147M,10.097
253M,11.5672
64M,8.57634
207M,11.4023
20M,5.98013
18M,6.70441
313M,13.4197
172M,10.1699
276M,14.4614
126M,9.12317
87M,9.41059
232M,12.0447
43M,6.45366
336M,13.0457
195M,12.9218
2M,5.71833
299M,11.3631
151M,11.1566
149M,11.1132
